"id","address","region","village","takeup_survey","age","male","delay","intensive","info_none","intensive.nondelay.peers","n.peers","agpop","educ","rice_inc","ricearea_2010","disaster_loss","insurance_repay","insurance_buy","disaster_prob","general_trust","default","info_takeup_rate","info_takeup_list","understanding","day","risk_averse","literacy","educ_good","reveal","disaster_yes","G"
11122098,"beilian4",1,"beilian",1,49,1,1,0,1,2,4,6,1,90,7,NA,1,1,20,1,0,0,0,0.600000023841858,15,0,1,0,NA,0,1
11122101,"beilian4",1,"beilian",0,59,1,0,0,1,2,5,6,1,90,13,NA,1,0,30,1,0,0,0,0.200000002980232,13,0,1,0,0,0,1
11122102,"beilian4",1,"beilian",0,53,1,0,1,1,0,3,2,2,20,4,50,1,0,50,1,0,0,0,0.200000002980232,13,0.600000023841858,1,1,0,1,0
11122103,"beilian4",1,"beilian",0,64,1,1,0,1,0,5,4,0,100,5.2,NA,0,0,50,1,0,0,0,0.200000002980232,15,0,0,0,NA,0,0
11122104,"beilian4",1,"beilian",1,67,1,1,0,0,0,1,2,1,100,3,NA,1,0,40,1,0,1,0,0.200000002980232,15,0.800000011920929,1,0,NA,0,0
11122107,"beilian4",1,"beilian",1,40,1,1,1,1,0,4,5,1,100,32,20,0,0,50,1,0,0,0,0.800000011920929,15,0,1,0,NA,1,0
11122108,"beilian4",1,"beilian",1,58,1,1,1,0,1,3,6,1,100,20,NA,0,1,20,1,0,0,1,0.600000023841858,15,0,1,0,NA,1,1
1112214,"jingang5",1,"jingang",0,46,1,0,1,1,1,4,3,1,70,8,40,0,1,20,1,0,0,0,0.400000005960464,16,0,1,0,0,1,1
1112216,"jingang5",1,"jingang",0,36,1,1,1,0,0,2,5,1,80,6,20,1,1,50,1,0,0,1,0.400000005960464,18,0,1,0,NA,1,0
1112217,"jingang5",1,"jingang",0,41,1,1,0,0,0,3,4,0,30,6,NA,1,1,40,1,0,1,0,0.200000002980232,18,0.399999976158142,0,0,NA,0,0
1112221,"jingang5",1,"jingang",0,69,1,1,1,0,0,1,4,1,100,5,NA,0,0,50,1,0,0,1,0.600000023841858,18,0,1,0,NA,0,0
1112223,"jingang5",1,"jingang",1,64,1,1,0,1,1,4,6,1,40,4,NA,1,1,20,1,0,0,0,0.400000005960464,18,0,1,0,NA,0,1
1112224,"jingang5",1,"jingang",0,42,1,0,0,1,0,5,4,1,30,6,NA,0,0,30,1,0,0,0,0.200000002980232,16,0,1,0,0,0,0
1112227,"jingang5",1,"jingang",0,58,1,0,0,1,0,4,6,1,60,15,20,0,1,20,1,0,0,0,0.600000023841858,16,0.199999988079071,1,0,0,1,0
1112229,"jingang5",1,"jingang",0,51,1,1,0,0,0,4,5,2,90,17,5,0,0,50,1,0,0,1,0.200000002980232,18,0,1,1,NA,1,0
1112230,"jingang5",1,"jingang",0,59,1,1,1,0,0,3,8,1,60,9,NA,0,1,40,0,0,1,0,0.400000005960464,18,0,1,0,NA,0,0
1112231,"jingang5",1,"jingang",0,45,1,0,0,1,0,2,6,1,100,6,NA,0,0,50,1,0,0,0,0.200000002980232,18,0,1,0,0,0,0
1112232,"jingang5",1,"jingang",0,38,1,1,1,1,0,3,4,2,100,5.8,20,0,0,20,1,0,0,0,0.200000002980232,18,0,1,1,NA,1,0
1112238,"jingang5",1,"jingang",0,58,1,0,1,1,0,4,6,2,60,8,4,0,0,30,1,0,0,0,0.800000011920929,16,0,1,1,0,1,0
1112239,"jingang5",1,"jingang",0,38,1,1,1,1,1,3,4,2,20,11.6,30,1,1,20,1,0,0,0,0.200000002980232,18,0.800000011920929,1,1,NA,1,1
1112241,"jingang5",1,"jingang",1,61,1,0,0,1,1,5,2,1,60,3,NA,0,0,50,1,0,0,0,0.200000002980232,16,0,1,0,0,0,1
1112242,"jingang5",1,"jingang",0,58,1,1,0,0,1,3,5,0,90,12,NA,0,1,40,1,0,1,0,0,17,0,0,0,NA,0,1
1112243,"jingang5",1,"jingang",0,36,1,1,0,0,1,5,4,2,80,14,NA,0,0,50,1,0,1,0,0.200000002980232,16,0,1,1,NA,0,1
1112246,"jingang5",1,"jingang",0,56,1,1,1,0,2,3,4,1,95,6,15,0,1,20,1,0,0,1,0.400000005960464,18,0,1,0,NA,1,1
1112248,"jingang5",1,"jingang",1,56,1,1,0,1,0,4,3,0,70,24,NA,1,0,30,1,0,0,0,0.400000005960464,18,0,0,0,NA,1,0
1112250,"jingang5",1,"jingang",1,41,1,0,1,1,1,5,4,2,60,7,40,0,0,20,1,0,0,0,0.600000023841858,16,0.399999976158142,1,1,0,1,1
1112251,"jingang5",1,"jingang",0,47,1,0,1,1,3,4,4,2,85,16,10,0,0,50,1,0,0,0,0.800000011920929,16,0,1,1,1,1,1
1112253,"jingang5",1,"jingang",0,56,1,1,1,1,0,4,5,0,100,5.2,30,0,0,50,1,0,0,0,1,18,0,0,0,NA,1,0
1112254,"jingang5",1,"jingang",0,42,0,0,0,1,2,5,3,0,60,6,NA,0,1,0,1,0,0,0,0.600000023841858,16,0,0,0,0,0,1
1112256,"jingang5",1,"jingang",0,50,1,0,1,1,2,3,2,1,70,2.5,NA,0,0,30,1,0,0,0,0.800000011920929,16,0,1,0,1,0,1
1112258,"jingang5",1,"jingang",0,56,0,1,1,0,0,5,1,0,30,1.5,NA,0,1,20,1,0,1,0,0.400000005960464,18,0,0,0,NA,0,0
1112259,"jingang5",1,"jingang",0,37,1,0,1,1,2,5,5,2,40,5.5,10,0,0,50,1,0,0,0,NA,16,0,1,1,1,1,1
11123055,"hongxing2",1,"hongxing",0,44,1,0,1,1,2,4,4,1,30,13,NA,0,0,30,1,0,0,0,0.800000011920929,21,0,1,0,0,0,1
11123056,"hongxing2",1,"hongxing",0,35,1,0,0,1,0,5,4,1,100,33,NA,0,1,20,1,0,0,0,0.200000002980232,21,0,1,0,0,1,0
11123058,"hongxing2",1,"hongxing",0,37,1,1,0,0,3,4,3,1,10,6,NA,0,0,50,1,0,0,1,0.800000011920929,25,0,1,0,NA,NA,1
11123059,"hongxing2",1,"hongxing",0,40,1,0,0,1,0,5,4,2,100,28,NA,0,1,40,1,0,0,0,0.600000023841858,21,1,1,1,0,1,0
11123060,"hongxing2",1,"hongxing",0,41,1,0,0,1,1,1,4,0,100,31,NA,0,0,50,1,0,0,0,0.200000002980232,21,0,0,0,1,1,1
11123061,"hongxing2",1,"hongxing",0,67,1,1,1,1,0,5,8,1,100,20,NA,0,1,20,1,0,0,0,0.200000002980232,25,0,1,0,NA,1,0
11123062,"hongxing2",1,"hongxing",0,77,1,0,1,1,0,5,6,0,100,6.5,20,0,0,30,1,0,0,0,NA,21,0,0,0,0,1,0
11123063,"hongxing2",1,"hongxing",0,44,1,1,0,0,2,5,4,0,100,6.4,NA,0,1,20,0,0,1,0,0.200000002980232,25,0,0,0,NA,0,1
11123064,"hongxing2",1,"hongxing",0,45,1,1,1,0,1,4,4,1,85,25,20,0,0,50,1,0,0,1,0.200000002980232,25,0,1,0,NA,1,1
11123066,"hongxing2",1,"hongxing",0,44,1,1,0,1,1,5,4,1,100,50,NA,1,1,0,1,0,0,0,0.600000023841858,25,1,1,0,NA,1,1
11123067,"hongxing2",1,"hongxing",0,57,1,0,0,1,0,3,1,2,40,2.7,NA,1,1,50,1,0,0,0,0,21,0,1,1,0,0,0
11123068,"hongxing2",1,"hongxing",1,52,1,1,1,0,0,5,7,3,100,37,10,0,1,20,1,0,1,0,1,25,0,1,1,NA,1,0
11123069,"hongxing2",1,"hongxing",0,58,1,0,1,1,0,3,6,0,NA,20,NA,1,1,30,1,0,0,0,0,20,0,0,0,0,0,0
11123070,"hongxing2",1,"hongxing",1,48,1,1,0,1,0,5,4,1,95,17,NA,0,1,20,1,0,0,0,0.200000002980232,25,0,1,0,NA,1,0
11123071,"hongxing2",1,"hongxing",0,70,1,1,1,0,1,4,6,0,NA,16,NA,0,0,50,1,0,0,1,0,25,0,0,0,NA,1,1
11123072,"hongxing2",1,"hongxing",0,40,1,1,1,0,1,4,5,2,100,20,NA,0,1,0,1,0,1,0,0.400000005960464,25,0,1,1,NA,1,1
11123073,"hongxing2",1,"hongxing",0,33,1,0,1,1,0,4,4,1,70,15,NA,1,0,50,1,0,0,0,0.800000011920929,21,0,1,0,0,0,0
11123074,"hongxing2",1,"hongxing",0,57,1,1,0,0,1,2,7,1,50,20,30,0,1,20,1,0,0,1,0.600000023841858,25,0,1,0,NA,1,1
11123075,"hongxing2",1,"hongxing",0,69,1,1,1,1,0,5,10,1,95,10,NA,0,0,30,1,0,0,0,0.200000002980232,25,0,1,0,NA,0,0
11123076,"hongxing2",1,"hongxing",0,42,1,1,0,1,0,4,4,0,NA,11,10,0,1,20,1,0,0,0,0.600000023841858,25,0,0,0,NA,1,0
11123079,"hongxing2",1,"hongxing",1,53,1,0,0,1,1,5,6,2,70,20,NA,0,0,50,1,0,0,0,0.200000002980232,21,0,1,1,0,0,1
11123082,"hongxing3",1,"hongxing",0,41,1,0,0,1,0,5,4,2,80,15,NA,0,1,40,1,0,0,0,0,21,0,1,1,0,0,0
11123083,"hongxing3",1,"hongxing",0,46,1,1,0,1,1,5,4,1,100,10,20,0,0,50,1,0,0,0,0.200000002980232,23,0,1,0,NA,1,1
11123084,"hongxing3",1,"hongxing",1,80,1,0,1,1,1,3,6,0,100,1.1,NA,1,1,20,1,0,0,0,0.200000002980232,21,0.199999988079071,0,0,0,0,1
11123088,"hongxing3",1,"hongxing",0,57,1,0,1,1,1,4,5,1,30,7.5,NA,1,1,20,1,0,0,0,0.400000005960464,21,0.199999988079071,1,0,0,0,1
11123090,"hongxing3",1,"hongxing",0,42,1,0,1,1,0,4,5,2,80,25,NA,0,0,50,1,0,0,0,0.800000011920929,21,0.399999976158142,1,1,0,1,0
11123093,"hongxing3",1,"hongxing",0,56,1,1,1,0,1,5,6,0,40,8,40,0,1,40,1,0,0,1,0.200000002980232,23,0,0,0,NA,1,1
11123095,"hongxing3",1,"hongxing",0,48,1,1,1,0,1,4,5,1,100,18,NA,0,0,50,1,0,1,0,0.200000002980232,23,0,1,0,NA,1,1
11123096,"hongxing3",1,"hongxing",0,38,1,0,1,1,1,5,5,1,35,5,NA,1,0,20,1,0,0,0,0.200000002980232,21,0,1,0,0,0,1
11123097,"hongxing3",1,"hongxing",0,70,1,1,1,1,0,2,4,1,90,2,NA,0,0,30,1,0,0,0,1,23,0,1,0,NA,0,0
11123098,"hongxing3",1,"hongxing",0,47,1,1,1,1,1,4,5,1,70,9,20,1,1,20,1,0,0,0,0.600000023841858,23,0.199999988079071,1,0,NA,1,1
11123099,"hongxing3",1,"hongxing",1,65,1,1,0,0,0,2,3,1,100,4.5,NA,1,0,50,1,0,1,0,0.200000002980232,23,0,1,0,NA,0,0
11123100,"hongxing3",1,"hongxing",1,64,1,1,0,0,1,2,5,0,70,12,NA,1,1,40,1,0,0,1,0.600000023841858,23,0.600000023841858,0,0,NA,NA,1
11123101,"hongxing3",1,"hongxing",0,52,1,0,0,1,1,3,3,1,60,8,NA,0,0,50,0,0,0,0,0.200000002980232,21,0.399999976158142,1,0,0,0,1
11123103,"hongxing3",1,"hongxing",0,62,1,0,0,1,0,2,5,1,50,6,NA,0,0,30,1,0,0,0,0.200000002980232,21,0.399999976158142,1,0,0,0,0
11123105,"hongxing3",1,"hongxing",0,46,1,1,1,0,2,4,5,0,100,20,NA,0,0,50,1,0,0,1,0.200000002980232,23,0,0,0,NA,1,1
11123106,"hongxing3",1,"hongxing",1,40,1,1,1,0,0,4,5,2,100,13,NA,1,0,80,1,0,1,0,0.800000011920929,23,0,1,1,NA,0,0
11123108,"hongxing3",1,"hongxing",0,55,1,0,0,1,0,4,6,1,100,16,25,1,1,90,1,0,0,0,0.200000002980232,21,0,1,0,1,1,0
11123109,"hongxing3",1,"hongxing",1,65,1,1,0,1,0,4,2,1,60,2,NA,1,1,20,1,0,0,0,0.600000023841858,23,0,1,0,NA,0,0
11123112,"hongxing3",1,"hongxing",0,43,1,0,0,1,0,4,4,2,45,6,NA,0,0,30,1,0,0,0,0.200000002980232,21,0.399999976158142,1,1,0,0,0
11123113,"hongxing3",1,"hongxing",1,61,1,1,0,1,0,4,5,1,NA,11,NA,0,1,20,0,0,0,0,0.600000023841858,23,0,1,0,NA,0,0
11123116,"hongxing3",1,"hongxing",0,42,1,1,1,0,0,3,4,2,100,16,NA,0,0,50,1,0,1,0,0.200000002980232,23,0,1,1,NA,1,0
11123118,"hongxing3",1,"hongxing",1,44,1,1,1,1,1,3,4,1,80,16,NA,0,1,40,1,0,0,0,0.400000005960464,23,0.399999976158142,1,0,NA,1,1
11123120,"hongxing4",1,"hongxing",1,53,1,0,1,1,1,4,5,3,100,27,NA,0,0,50,0,0,0,0,0.800000011920929,21,0.600000023841858,1,1,0,1,1
11123122,"hongxing4",1,"hongxing",0,41,1,1,0,0,1,4,4,0,100,22.07,NA,0,1,20,1,0,1,0,0.400000005960464,23,0,0,0,NA,1,1
11123124,"hongxing4",1,"hongxing",0,36,1,1,1,1,1,4,4,1,100,28,5,1,1,30,1,0,0,0,0.600000023841858,23,0,1,0,NA,1,1
11123126,"hongxing4",1,"hongxing",0,49,1,1,0,1,1,5,5,1,60,25,NA,0,1,0,1,0,0,0,0.400000005960464,23,0,1,0,NA,1,1
11123127,"hongxing4",1,"hongxing",0,46,1,0,0,1,0,4,4,2,100,30,40,0,0,50,1,0,0,0,0.200000002980232,21,0,1,1,0,1,0
11123129,"hongxing4",1,"hongxing",1,52,1,0,0,1,0,4,2,0,100,26,NA,0,0,50,1,0,0,0,0.200000002980232,21,0,0,0,0,1,0
11123130,"hongxing4",1,"hongxing",1,51,1,0,0,1,0,3,3,2,100,53,NA,1,1,20,1,0,0,0,0.600000023841858,21,0.399999976158142,1,1,0,1,0
11123134,"hongxing4",1,"hongxing",1,41,1,0,1,1,0,5,4,1,100,25,40,0,0,0,1,0,0,0,0.800000011920929,21,0,1,0,0,1,0
11123135,"hongxing4",1,"hongxing",1,45,1,1,1,0,1,5,4,3,100,30,30,0,1,10,1,0,0,1,1,23,0.199999988079071,1,1,NA,1,1
11123137,"hongxing4",1,"hongxing",1,45,1,1,0,1,0,5,3,1,60,3,NA,0,0,50,1,0,0,0,0.400000005960464,23,1,1,0,NA,0,0
11123138,"hongxing4",1,"hongxing",1,62,1,1,0,1,1,4,4,2,100,30,NA,1,1,40,1,0,0,0,0.400000005960464,22,1,1,1,NA,1,1
11123139,"hongxing4",1,"hongxing",1,39,1,0,0,1,0,4,4,2,80,25,NA,1,1,50,1,0,0,0,0.200000002980232,21,0,1,1,0,1,0
11123141,"hongxing4",1,"hongxing",0,48,1,1,1,1,1,5,4,2,90,21,20,1,1,20,1,0,0,0,0.600000023841858,23,0.200000002980232,1,1,NA,1,1
11123142,"hongxing4",1,"hongxing",1,47,1,1,0,0,0,3,5,1,100,25,35,0,0,30,1,0,0,1,0.400000005960464,23,0.199999988079071,1,0,NA,1,0
11123143,"hongxing4",1,"hongxing",1,65,1,0,0,1,0,5,6,2,90,12,NA,1,1,20,1,0,0,0,0,21,0.399999976158142,1,1,0,0,0
11123145,"hongxing4",1,"hongxing",0,52,1,1,0,0,1,4,3,1,80,17,20,0,0,50,1,0,1,0,0.600000023841858,23,0,1,0,NA,1,1
11123148,"hongxing5",1,"hongxing",0,46,1,1,0,1,0,4,4,1,100,10,50,0,1,40,1,0,0,0,0.200000002980232,25,0.399999976158142,1,0,NA,1,0
11123149,"hongxing5",1,"hongxing",0,44,1,1,0,1,0,3,4,1,50,13,NA,0,0,0,1,0,0,0,0.400000005960464,25,0.199999988079071,1,0,NA,0,0
11123151,"hongxing5",1,"hongxing",0,43,1,1,1,1,1,5,5,2,20,5,NA,1,1,20,1,0,0,0,0.200000002980232,25,0.399999976158142,1,1,NA,0,1
11123153,"hongxing5",1,"hongxing",1,64,1,1,0,1,2,5,4,2,30,2.5,NA,0,0,30,1,0,0,0,0.600000023841858,25,0.199999988079071,1,1,NA,0,1
11123154,"hongxing5",1,"hongxing",0,38,1,0,1,1,1,5,4,2,100,27,40,0,1,20,1,0,0,0,0.200000002980232,25,0.399999976158142,1,1,0,1,1
11123155,"hongxing5",1,"hongxing",1,42,1,1,0,0,3,4,4,2,70,15,NA,0,0,50,1,0,0,1,0.800000011920929,25,0,1,1,NA,NA,1
11123156,"hongxing5",1,"hongxing",0,54,1,1,0,0,1,5,5,0,75,10,NA,0,1,40,1,0,0,1,0,25,0,0,0,NA,0,1
11123157,"hongxing5",1,"hongxing",0,44,1,0,0,1,1,4,4,1,100,12,20,0,0,50,1,0,0,0,0,21,0.200000002980232,1,0,0,1,1
11123158,"hongxing5",1,"hongxing",0,48,1,0,0,1,2,4,5,1,70,14,NA,0,1,20,1,0,0,0,0.200000002980232,25,0,1,0,0,0,1
11123159,"hongxing5",1,"hongxing",0,54,1,1,0,0,4,5,7,1,100,13,NA,0,0,30,1,0,1,0,0.200000002980232,25,0,1,0,NA,0,1
11123160,"hongxing5",1,"hongxing",0,53,1,1,0,1,0,2,4,1,60,12.8,NA,1,1,20,1,0,0,0,0.200000002980232,21,0.600000023841858,1,0,NA,0,0
11123161,"hongxing5",1,"hongxing",0,44,1,1,1,0,0,4,4,1,70,13,20,1,0,50,0,0,0,1,0.600000023841858,25,0,1,0,NA,1,0
11123165,"hongxing5",1,"hongxing",0,42,1,0,1,1,2,3,5,1,40,5,NA,0,0,50,1,0,0,0,0.800000011920929,21,0,1,0,0,0,1
11123166,"hongxing5",1,"hongxing",0,48,1,1,0,1,0,3,4,2,100,18,NA,0,1,20,1,0,0,0,0.200000002980232,25,0,1,1,NA,1,0
11123167,"hongxing5",1,"hongxing",0,53,1,1,1,0,2,4,5,2,50,15.6,NA,0,0,30,1,0,1,0,0,25,0,1,1,NA,1,1
11123171,"hongxing5",1,"hongxing",1,70,1,1,1,1,0,4,6,0,90,14,NA,0,1,20,1,0,0,0,0.200000002980232,25,0,0,0,NA,0,0
11123172,"hongxing5",1,"hongxing",1,67,1,1,1,1,1,4,11,0,90,24,10,0,0,50,1,0,0,0,0.600000023841858,25,0.199999988079071,0,0,NA,1,1
11123173,"hongxing5",1,"hongxing",0,62,0,1,1,0,0,3,5,0,15,1.5,NA,1,1,40,1,0,1,0,0.200000002980232,25,0,0,0,NA,0,0
11123174,"hongxing5",1,"hongxing",0,47,1,0,1,1,2,5,4,0,100,16,NA,0,0,50,1,0,0,0,0.800000011920929,25,0,0,0,0,0,1
11123175,"hongxing5",1,"hongxing",0,64,1,1,0,0,1,4,9,1,100,16,20,1,1,20,1,0,0,1,0.400000005960464,25,0,1,0,NA,1,1
11123176,"hongxing5",1,"hongxing",0,60,1,0,1,1,2,3,5,0,100,14,NA,0,0,30,1,0,0,0,0.800000011920929,25,1,0,0,0,0,1
11123180,"hongxing5",1,"hongxing",1,59,1,1,1,0,2,4,7,1,30,20,NA,0,1,25,1,0,0,1,0.400000005960464,25,0,1,0,NA,1,1
11123181,"hongxing5",1,"hongxing",1,65,1,1,1,0,1,4,4,0,100,14,NA,0,0,50,1,0,0,1,0.200000002980232,25,0,0,0,NA,0,1
11123183,"hongxing5",1,"hongxing",0,47,1,0,1,1,2,4,5,1,100,10,NA,0,1,40,1,0,0,0,0.600000023841858,25,0,1,0,0,0,1
11123185,"hongxing5",1,"hongxing",1,61,1,0,1,1,4,4,1,0,95,2,50,0,0,50,1,0,0,0,0.800000011920929,25,0,0,0,0,1,1
11123186,"hongxing5",1,"hongxing",0,47,1,1,1,0,0,4,4,2,95,10,50,0,1,20,1,0,1,0,0.400000005960464,25,1,1,1,NA,1,0
11123187,"hongxing5",1,"hongxing",0,33,1,0,0,1,0,2,5,2,20,3.8,NA,0,0,30,1,0,0,0,0.200000002980232,21,0,1,1,0,1,0
11123188,"hongxing5",1,"hongxing",1,65,1,0,1,1,2,5,7,0,70,13.5,80,1,0,50,1,0,0,0,0.400000005960464,25,0,0,0,0,1,1
11123189,"hongxing5",1,"hongxing",0,61,1,1,1,1,0,5,3,1,100,26,NA,1,1,50,1,0,0,0,1,25,0.800000011920929,1,0,NA,1,0
11123190,"hongxing5",1,"hongxing",0,42,1,0,0,1,4,5,5,1,80,22,NA,1,1,0,1,0,0,0,0.600000023841858,25,0,1,0,0,1,1
11123191,"hongxing5",1,"hongxing",1,42,1,0,0,1,1,4,4,1,100,35,NA,0,0,50,1,0,0,0,0.200000002980232,21,0,1,0,0,1,1
11123397,"hongxing8",1,"hongxing",1,38,1,1,0,0,0,2,7,1,90,10,10,0,1,20,1,1,0,1,0.600000023841858,25,0,1,0,NA,1,0
11123398,"hongxing8",1,"hongxing",0,54,1,0,0,1,1,5,5,1,100,50,30,0,0,30,1,1,0,0,0.200000002980232,21,0,1,0,0,1,1
11123400,"hongxing8",1,"hongxing",0,43,0,1,0,1,0,3,4,0,40,13,70,0,1,50,1,1,0,0,0.200000002980232,25,0.199999988079071,0,0,NA,1,0
11123401,"hongxing8",1,"hongxing",0,48,1,1,0,1,0,5,4,1,100,40,NA,0,0,50,1,1,0,0,0.200000002980232,25,0.399999976158142,1,0,NA,1,0
11123403,"hongxing8",1,"hongxing",0,57,1,1,1,0,1,5,6,1,50,20,20,0,1,40,1,1,1,0,0.800000011920929,25,0.800000011920929,1,0,NA,1,1
11123404,"hongxing8",1,"hongxing",1,47,1,1,0,0,1,4,4,1,100,27,NA,0,0,50,1,1,0,1,1,25,0,1,0,NA,1,1
11123405,"hongxing8",1,"hongxing",0,43,1,1,1,0,1,3,4,1,60,25,20,1,0,20,1,1,0,1,0.600000023841858,25,0,1,0,NA,1,1
11123407,"hongxing8",1,"hongxing",0,70,1,1,0,1,1,5,6,1,90,16,NA,1,1,30,1,1,0,0,0.200000002980232,25,0.399999976158142,1,0,NA,1,1
11123408,"hongxing8",1,"hongxing",0,77,1,1,1,1,2,5,4,1,100,8,NA,0,1,20,1,1,0,0,0.200000002980232,25,0.399999976158142,1,0,NA,0,1
11123410,"hongxing8",1,"hongxing",0,50,1,1,1,1,2,5,4,1,100,30,NA,0,0,50,1,1,0,0,0.200000002980232,25,0.399999976158142,1,0,NA,1,1
11123412,"hongxing8",1,"hongxing",1,33,1,1,1,0,2,5,4,3,70,12,NA,0,0,10,1,1,0,1,1,25,1,1,1,NA,0,1
11123413,"hongxing8",1,"hongxing",0,31,1,1,0,0,2,5,4,1,NA,22,NA,1,0,20,1,1,1,0,0.600000023841858,25,0.399999976158142,1,0,NA,1,1
11123414,"hongxing8",1,"hongxing",0,48,1,1,1,1,1,5,8,1,80,19,50,0,0,30,1,1,0,0,0.400000005960464,25,0,1,0,NA,1,1
11123416,"hongxing8",1,"hongxing",0,52,1,0,0,1,1,5,7,0,70,20,20,0,1,20,1,1,0,0,0.600000023841858,25,0,0,0,0,1,1
11123417,"hongxing8",1,"hongxing",0,39,1,0,0,1,1,2,4,2,100,60,10,0,0,50,1,1,0,0,0.200000002980232,21,0,1,1,0,1,1
11123419,"hongxing8",1,"hongxing",1,51,1,1,0,0,0,1,4,0,80,15,30,1,0,40,1,1,1,0,0.600000023841858,25,0,0,0,NA,1,0
11123420,"hongxing8",1,"hongxing",1,66,1,0,0,1,2,4,3,0,95,20,10,0,0,5,1,1,0,0,0.200000002980232,21,1,0,0,0,1,1
11123422,"hongxing8",1,"hongxing",0,68,1,0,0,1,2,5,9,0,20,7,NA,0,1,20,1,1,0,0,0.200000002980232,21,0,0,0,0,1,1
11123425,"hongxing8",1,"hongxing",1,53,1,1,1,0,0,4,3,1,100,10,NA,0,1,20,0,1,0,1,0.200000002980232,25,0,1,0,NA,0,0
11123426,"hongxing8",1,"hongxing",0,39,1,1,1,1,2,5,4,2,100,35,NA,0,0,60,1,1,0,0,0.600000023841858,25,0.800000011920929,1,1,NA,1,1
11123427,"hongxing8",1,"hongxing",1,51,1,0,1,1,0,5,7,1,100,100,40,0,1,40,1,1,0,0,1,21,1,1,0,0,1,0
11123428,"hongxing8",1,"hongxing",1,55,1,1,1,0,1,5,6,1,100,15,NA,0,0,50,1,1,0,1,0.800000011920929,25,0.399999976158142,1,0,NA,0,1
11123429,"hongxing8",1,"hongxing",1,65,1,0,1,1,1,4,2,0,100,20,15,0,1,5,1,1,0,0,0.600000023841858,21,0,0,0,0,1,1
11123432,"hongxing9",1,"hongxing",1,51,1,1,0,0,0,2,4,1,80,14,20,0,1,30,1,0,1,0,0.600000023841858,25,0.199999988079071,1,0,NA,1,0
11123434,"hongxing9",1,"hongxing",1,50,1,1,0,1,1,2,3,2,80,17,NA,0,0,50,1,0,0,0,0.600000023841858,25,0.199999988079071,1,1,NA,1,1
11123435,"hongxing9",1,"hongxing",0,55,1,1,0,0,1,4,2,2,20,3,NA,1,1,50,1,0,0,1,0.400000005960464,25,0.800000011920929,1,1,NA,0,1
11123438,"hongxing9",1,"hongxing",0,64,1,0,0,1,1,4,6,2,95,20,15,0,0,50,1,0,0,0,0.200000002980232,25,0,1,1,0,1,1
11123439,"hongxing9",1,"hongxing",1,43,1,0,1,1,1,5,4,1,100,35,20,0,1,20,1,0,0,0,0.600000023841858,25,0,1,0,0,1,1
11123440,"hongxing9",1,"hongxing",1,57,1,1,0,1,2,4,3,1,80,10.7,NA,0,0,30,1,0,0,0,0.200000002980232,25,0,1,0,NA,0,1
11123441,"hongxing9",1,"hongxing",0,33,1,0,0,1,1,4,4,2,100,30,20,0,1,20,1,0,0,0,0.600000023841858,25,0.199999988079071,1,1,0,1,1
11123444,"hongxing9",1,"hongxing",0,41,1,0,1,1,1,5,5,1,100,36,30,1,1,40,1,0,0,0,0.600000023841858,25,1,1,0,0,1,1
11123445,"hongxing9",1,"hongxing",0,65,1,1,1,0,0,4,2,1,90,6,NA,1,1,50,1,0,1,0,0.600000023841858,25,0,1,0,NA,0,0
11123446,"hongxing9",1,"hongxing",1,44,1,0,1,1,1,4,7,1,90,20,10,0,1,20,1,0,0,0,1,25,0,1,0,0,1,1
11123447,"hongxing9",1,"hongxing",1,37,1,1,1,0,3,5,4,2,100,57,10,0,0,70,0,0,1,0,0.600000023841858,25,0,1,1,NA,1,1
11123448,"hongxing9",1,"hongxing",0,40,1,1,1,1,3,5,4,2,100,26,NA,0,1,20,1,0,0,0,0.200000002980232,25,0.600000023841858,1,1,NA,1,1
11123449,"hongxing9",1,"hongxing",0,39,1,1,0,1,2,5,4,2,30,21,NA,0,0,50,1,0,0,0,0.200000002980232,25,0.800000011920929,1,1,NA,1,1
11123450,"hongxing9",1,"hongxing",0,44,1,0,0,1,2,4,4,1,90,24.6,10,0,1,40,0,0,0,0,0,25,0,1,0,0,1,1
11123451,"hongxing9",1,"hongxing",1,44,1,1,1,1,2,4,5,1,100,27,20,1,1,30,1,0,0,0,0.600000023841858,25,0,1,0,NA,1,1
11123454,"hongxing10",1,"hongxing",1,42,1,1,0,1,2,5,4,1,70,15,NA,0,0,30,1,1,0,0,1,25,0,1,0,NA,NA,1
11123455,"hongxing10",1,"hongxing",0,63,1,1,1,0,0,5,6,0,100,14,10,0,1,20,1,1,1,0,0.200000002980232,25,0,0,0,NA,1,0
11123456,"hongxing10",1,"hongxing",0,58,1,1,1,1,2,5,6,1,10,14,NA,0,0,50,1,1,0,0,0.800000011920929,25,0.200000002980232,1,0,NA,NA,1
11123457,"hongxing10",1,"hongxing",1,47,1,0,1,1,0,5,6,2,100,28,20,1,0,40,1,1,0,0,0.600000023841858,21,0,1,1,1,1,0
11123458,"hongxing10",1,"hongxing",1,35,1,0,0,1,1,4,4,2,30,7,NA,0,0,25,1,1,0,0,0.200000002980232,21,0,1,1,0,0,1
11123459,"hongxing10",1,"hongxing",0,40,1,0,1,1,0,5,4,2,80,10,NA,0,1,20,1,1,0,0,0.400000005960464,21,1,1,1,0,0,0
